document_id,filename,label
136,../../raw/C50/C50train/KouroshKarimkhany/167199newsML.txt,KouroshKarimkhany
137,../../raw/C50/C50train/KouroshKarimkhany/183208newsML.txt,KouroshKarimkhany
138,../../raw/C50/C50train/KouroshKarimkhany/202658newsML.txt,KouroshKarimkhany
139,../../raw/C50/C50train/KouroshKarimkhany/150572newsML.txt,KouroshKarimkhany
140,../../raw/C50/C50train/KouroshKarimkhany/309316newsML.txt,KouroshKarimkhany
141,../../raw/C50/C50train/KouroshKarimkhany/285535newsML.txt,KouroshKarimkhany
142,../../raw/C50/C50train/KouroshKarimkhany/181666newsML.txt,KouroshKarimkhany
143,../../raw/C50/C50train/KouroshKarimkhany/330773newsML.txt,KouroshKarimkhany
144,../../raw/C50/C50train/KouroshKarimkhany/311931newsML.txt,KouroshKarimkhany
145,../../raw/C50/C50train/KouroshKarimkhany/108366newsML.txt,KouroshKarimkhany
146,../../raw/C50/C50train/KouroshKarimkhany/203674newsML.txt,KouroshKarimkhany
147,../../raw/C50/C50train/KouroshKarimkhany/172988newsML.txt,KouroshKarimkhany
148,../../raw/C50/C50train/KouroshKarimkhany/157930newsML.txt,KouroshKarimkhany
149,../../raw/C50/C50train/KouroshKarimkhany/283247newsML.txt,KouroshKarimkhany
150,../../raw/C50/C50train/MichaelConnor/288745newsML.txt,MichaelConnor
151,../../raw/C50/C50train/MichaelConnor/183243newsML.txt,MichaelConnor
152,../../raw/C50/C50train/MichaelConnor/120404newsML.txt,MichaelConnor
153,../../raw/C50/C50train/MichaelConnor/122415newsML.txt,MichaelConnor
154,../../raw/C50/C50train/MichaelConnor/124763newsML.txt,MichaelConnor
155,../../raw/C50/C50train/MichaelConnor/119156newsML.txt,MichaelConnor
156,../../raw/C50/C50train/MichaelConnor/375668newsML.txt,MichaelConnor
157,../../raw/C50/C50train/MichaelConnor/184787newsML.txt,MichaelConnor
158,../../raw/C50/C50train/MichaelConnor/287614newsML.txt,MichaelConnor
159,../../raw/C50/C50train/MichaelConnor/307864newsML.txt,MichaelConnor
160,../../raw/C50/C50train/MichaelConnor/105491newsML.txt,MichaelConnor
161,../../raw/C50/C50train/MichaelConnor/40606newsML.txt,MichaelConnor
162,../../raw/C50/C50train/MichaelConnor/379600newsML.txt,MichaelConnor
163,../../raw/C50/C50train/MichaelConnor/270352newsML.txt,MichaelConnor
164,../../raw/C50/C50train/MichaelConnor/269990newsML.txt,MichaelConnor
165,../../raw/C50/C50train/MichaelConnor/288623newsML.txt,MichaelConnor
166,../../raw/C50/C50train/MichaelConnor/186387newsML.txt,MichaelConnor
167,../../raw/C50/C50train/MichaelConnor/357313newsML.txt,MichaelConnor
168,../../raw/C50/C50train/MichaelConnor/305809newsML.txt,MichaelConnor
169,../../raw/C50/C50train/MichaelConnor/152528newsML.txt,MichaelConnor
170,../../raw/C50/C50train/MichaelConnor/298475newsML.txt,MichaelConnor
171,../../raw/C50/C50train/MichaelConnor/320765newsML.txt,MichaelConnor
172,../../raw/C50/C50train/MichaelConnor/360346newsML.txt,MichaelConnor
173,../../raw/C50/C50train/MichaelConnor/239967newsML.txt,MichaelConnor
174,../../raw/C50/C50train/MichaelConnor/13865newsML.txt,MichaelConnor
175,../../raw/C50/C50train/MichaelConnor/261401newsML.txt,MichaelConnor
176,../../raw/C50/C50train/MichaelConnor/309322newsML.txt,MichaelConnor
177,../../raw/C50/C50train/MichaelConnor/22201newsML.txt,MichaelConnor
178,../../raw/C50/C50train/MichaelConnor/13406newsML.txt,MichaelConnor
179,../../raw/C50/C50train/MichaelConnor/269817newsML.txt,MichaelConnor
180,../../raw/C50/C50train/MichaelConnor/239435newsML.txt,MichaelConnor
181,../../raw/C50/C50train/MichaelConnor/324861newsML.txt,MichaelConnor
182,../../raw/C50/C50train/MichaelConnor/418479newsML.txt,MichaelConnor
183,../../raw/C50/C50train/MichaelConnor/372558newsML.txt,MichaelConnor
184,../../raw/C50/C50train/MichaelConnor/257827newsML.txt,MichaelConnor
185,../../raw/C50/C50train/MichaelConnor/237057newsML.txt,MichaelConnor
186,../../raw/C50/C50train/MichaelConnor/328867newsML.txt,MichaelConnor
187,../../raw/C50/C50train/MichaelConnor/285409newsML.txt,MichaelConnor
188,../../raw/C50/C50train/MichaelConnor/13958newsML.txt,MichaelConnor
189,../../raw/C50/C50train/MichaelConnor/233199newsML.txt,MichaelConnor
190,../../raw/C50/C50train/MichaelConnor/102530newsML.txt,MichaelConnor
191,../../raw/C50/C50train/MichaelConnor/353261newsML.txt,MichaelConnor
192,../../raw/C50/C50train/MichaelConnor/299336newsML.txt,MichaelConnor
193,../../raw/C50/C50train/MichaelConnor/406455newsML.txt,MichaelConnor
194,../../raw/C50/C50train/MichaelConnor/363969newsML.txt,MichaelConnor
195,../../raw/C50/C50train/MichaelConnor/245471newsML.txt,MichaelConnor
196,../../raw/C50/C50train/MichaelConnor/323784newsML.txt,MichaelConnor
197,../../raw/C50/C50train/MichaelConnor/234177newsML.txt,MichaelConnor
198,../../raw/C50/C50train/MichaelConnor/186990newsML.txt,MichaelConnor
199,../../raw/C50/C50train/MichaelConnor/269791newsML.txt,MichaelConnor
200,../../raw/C50/C50train/JoeOrtiz/245686newsML.txt,JoeOrtiz
201,../../raw/C50/C50train/JoeOrtiz/294823newsML.txt,JoeOrtiz
202,../../raw/C50/C50train/JoeOrtiz/344993newsML.txt,JoeOrtiz
203,../../raw/C50/C50train/JoeOrtiz/242939newsML.txt,JoeOrtiz
204,../../raw/C50/C50train/JoeOrtiz/167802newsML.txt,JoeOrtiz
205,../../raw/C50/C50train/JoeOrtiz/299957newsML.txt,JoeOrtiz
206,../../raw/C50/C50train/JoeOrtiz/148240newsML.txt,JoeOrtiz
207,../../raw/C50/C50train/JoeOrtiz/300358newsML.txt,JoeOrtiz
208,../../raw/C50/C50train/JoeOrtiz/297151newsML.txt,JoeOrtiz
209,../../raw/C50/C50train/JoeOrtiz/29051newsML.txt,JoeOrtiz
210,../../raw/C50/C50train/JoeOrtiz/100554newsML.txt,JoeOrtiz
211,../../raw/C50/C50train/JoeOrtiz/137871newsML.txt,JoeOrtiz
212,../../raw/C50/C50train/JoeOrtiz/342301newsML.txt,JoeOrtiz
213,../../raw/C50/C50train/JoeOrtiz/202086newsML.txt,JoeOrtiz
214,../../raw/C50/C50train/JoeOrtiz/130040newsML.txt,JoeOrtiz
215,../../raw/C50/C50train/JoeOrtiz/263503newsML.txt,JoeOrtiz
216,../../raw/C50/C50train/JoeOrtiz/247024newsML.txt,JoeOrtiz
217,../../raw/C50/C50train/JoeOrtiz/167342newsML.txt,JoeOrtiz
218,../../raw/C50/C50train/JoeOrtiz/290471newsML.txt,JoeOrtiz
219,../../raw/C50/C50train/JoeOrtiz/364126newsML.txt,JoeOrtiz
220,../../raw/C50/C50train/JoeOrtiz/34037newsML.txt,JoeOrtiz
221,../../raw/C50/C50train/JoeOrtiz/216670newsML.txt,JoeOrtiz
222,../../raw/C50/C50train/JoeOrtiz/222292newsML.txt,JoeOrtiz
223,../../raw/C50/C50train/JoeOrtiz/223148newsML.txt,JoeOrtiz
224,../../raw/C50/C50train/JoeOrtiz/180577newsML.txt,JoeOrtiz
225,../../raw/C50/C50train/JoeOrtiz/344889newsML.txt,JoeOrtiz
226,../../raw/C50/C50train/JoeOrtiz/185661newsML.txt,JoeOrtiz
227,../../raw/C50/C50train/JoeOrtiz/324101newsML.txt,JoeOrtiz
228,../../raw/C50/C50train/JoeOrtiz/300369newsML.txt,JoeOrtiz
229,../../raw/C50/C50train/JoeOrtiz/263500newsML.txt,JoeOrtiz
230,../../raw/C50/C50train/JoeOrtiz/343304newsML.txt,JoeOrtiz
231,../../raw/C50/C50train/JoeOrtiz/100593newsML.txt,JoeOrtiz
232,../../raw/C50/C50train/JoeOrtiz/364594newsML.txt,JoeOrtiz
233,../../raw/C50/C50train/JoeOrtiz/189829newsML.txt,JoeOrtiz
234,../../raw/C50/C50train/JoeOrtiz/223783newsML.txt,JoeOrtiz
235,../../raw/C50/C50train/JoeOrtiz/186895newsML.txt,JoeOrtiz
236,../../raw/C50/C50train/JoeOrtiz/299862newsML.txt,JoeOrtiz
237,../../raw/C50/C50train/JoeOrtiz/343271newsML.txt,JoeOrtiz
238,../../raw/C50/C50train/JoeOrtiz/172150newsML.txt,JoeOrtiz
239,../../raw/C50/C50train/JoeOrtiz/294330newsML.txt,JoeOrtiz
240,../../raw/C50/C50train/JoeOrtiz/197549newsML.txt,JoeOrtiz
241,../../raw/C50/C50train/JoeOrtiz/232082newsML.txt,JoeOrtiz
242,../../raw/C50/C50train/JoeOrtiz/160682newsML.txt,JoeOrtiz
243,../../raw/C50/C50train/JoeOrtiz/341761newsML.txt,JoeOrtiz
244,../../raw/C50/C50train/JoeOrtiz/210554newsML.txt,JoeOrtiz
245,../../raw/C50/C50train/JoeOrtiz/207570newsML.txt,JoeOrtiz
246,../../raw/C50/C50train/JoeOrtiz/289108newsML.txt,JoeOrtiz
247,../../raw/C50/C50train/JoeOrtiz/320925newsML.txt,JoeOrtiz
248,../../raw/C50/C50train/JoeOrtiz/100618newsML.txt,JoeOrtiz
249,../../raw/C50/C50train/JoeOrtiz/309597newsML.txt,JoeOrtiz
250,../../raw/C50/C50train/EricAuchard/186282newsML.txt,EricAuchard
251,../../raw/C50/C50train/EricAuchard/101678newsML.txt,EricAuchard
252,../../raw/C50/C50train/EricAuchard/216338newsML.txt,EricAuchard
253,../../raw/C50/C50train/EricAuchard/18223newsML.txt,EricAuchard
254,../../raw/C50/C50train/EricAuchard/151452newsML.txt,EricAuchard
255,../../raw/C50/C50train/EricAuchard/210069newsML.txt,EricAuchard
256,../../raw/C50/C50train/EricAuchard/263257newsML.txt,EricAuchard
257,../../raw/C50/C50train/EricAuchard/111437newsML.txt,EricAuchard
258,../../raw/C50/C50train/EricAuchard/13068newsML.txt,EricAuchard
259,../../raw/C50/C50train/EricAuchard/121521newsML.txt,EricAuchard
260,../../raw/C50/C50train/EricAuchard/149671newsML.txt,EricAuchard
261,../../raw/C50/C50train/EricAuchard/120484newsML.txt,EricAuchard
262,../../raw/C50/C50train/EricAuchard/260570newsML.txt,EricAuchard
263,../../raw/C50/C50train/EricAuchard/115060newsML.txt,EricAuchard
264,../../raw/C50/C50train/EricAuchard/233319newsML.txt,EricAuchard
265,../../raw/C50/C50train/EricAuchard/227670newsML.txt,EricAuchard
266,../../raw/C50/C50train/EricAuchard/264271newsML.txt,EricAuchard
267,../../raw/C50/C50train/EricAuchard/100385newsML.txt,EricAuchard
268,../../raw/C50/C50train/EricAuchard/119233newsML.txt,EricAuchard
269,../../raw/C50/C50train/EricAuchard/133874newsML.txt,EricAuchard
270,../../raw/C50/C50train/EricAuchard/13069newsML.txt,EricAuchard
271,../../raw/C50/C50train/EricAuchard/147596newsML.txt,EricAuchard
272,../../raw/C50/C50train/EricAuchard/18802newsML.txt,EricAuchard
273,../../raw/C50/C50train/EricAuchard/157855newsML.txt,EricAuchard
274,../../raw/C50/C50train/EricAuchard/14573newsML.txt,EricAuchard
275,../../raw/C50/C50train/EricAuchard/157435newsML.txt,EricAuchard
276,../../raw/C50/C50train/EricAuchard/230274newsML.txt,EricAuchard
277,../../raw/C50/C50train/EricAuchard/12877newsML.txt,EricAuchard
278,../../raw/C50/C50train/EricAuchard/191274newsML.txt,EricAuchard
279,../../raw/C50/C50train/EricAuchard/183828newsML.txt,EricAuchard
280,../../raw/C50/C50train/EricAuchard/292697newsML.txt,EricAuchard
281,../../raw/C50/C50train/EricAuchard/210631newsML.txt,EricAuchard
282,../../raw/C50/C50train/EricAuchard/205742newsML.txt,EricAuchard
283,../../raw/C50/C50train/EricAuchard/117213newsML.txt,EricAuchard
284,../../raw/C50/C50train/EricAuchard/231241newsML.txt,EricAuchard
285,../../raw/C50/C50train/EricAuchard/139624newsML.txt,EricAuchard
286,../../raw/C50/C50train/EricAuchard/183344newsML.txt,EricAuchard
287,../../raw/C50/C50train/EricAuchard/209979newsML.txt,EricAuchard
288,../../raw/C50/C50train/EricAuchard/13415newsML.txt,EricAuchard
289,../../raw/C50/C50train/EricAuchard/116212newsML.txt,EricAuchard
290,../../raw/C50/C50train/EricAuchard/203838newsML.txt,EricAuchard
291,../../raw/C50/C50train/EricAuchard/152722newsML.txt,EricAuchard
292,../../raw/C50/C50train/EricAuchard/13583newsML.txt,EricAuchard
293,../../raw/C50/C50train/EricAuchard/172851newsML.txt,EricAuchard
294,../../raw/C50/C50train/EricAuchard/162159newsML.txt,EricAuchard
295,../../raw/C50/C50train/EricAuchard/261502newsML.txt,EricAuchard
296,../../raw/C50/C50train/EricAuchard/175415newsML.txt,EricAuchard
297,../../raw/C50/C50train/EricAuchard/183534newsML.txt,EricAuchard
298,../../raw/C50/C50train/EricAuchard/288069newsML.txt,EricAuchard
299,../../raw/C50/C50train/EricAuchard/217358newsML.txt,EricAuchard
300,../../raw/C50/C50train/AaronPressman/14014newsML.txt,AaronPressman
301,../../raw/C50/C50train/AaronPressman/330967newsML.txt,AaronPressman
302,../../raw/C50/C50train/AaronPressman/354135newsML.txt,AaronPressman
303,../../raw/C50/C50train/AaronPressman/275174newsML.txt,AaronPressman
304,../../raw/C50/C50train/AaronPressman/270084newsML.txt,AaronPressman
305,../../raw/C50/C50train/AaronPressman/197734newsML.txt,AaronPressman
306,../../raw/C50/C50train/AaronPressman/186392newsML.txt,AaronPressman
307,../../raw/C50/C50train/AaronPressman/366020newsML.txt,AaronPressman
308,../../raw/C50/C50train/AaronPressman/136958newsML.txt,AaronPressman
309,../../raw/C50/C50train/AaronPressman/325347newsML.txt,AaronPressman
310,../../raw/C50/C50train/AaronPressman/137498newsML.txt,AaronPressman
311,../../raw/C50/C50train/AaronPressman/270046newsML.txt,AaronPressman
312,../../raw/C50/C50train/AaronPressman/357147newsML.txt,AaronPressman
313,../../raw/C50/C50train/AaronPressman/206838newsML.txt,AaronPressman
314,../../raw/C50/C50train/AaronPressman/182596newsML.txt,AaronPressman
315,../../raw/C50/C50train/AaronPressman/372995newsML.txt,AaronPressman
316,../../raw/C50/C50train/AaronPressman/347226newsML.txt,AaronPressman
317,../../raw/C50/C50train/AaronPressman/2537newsML.txt,AaronPressman
318,../../raw/C50/C50train/AaronPressman/266038newsML.txt,AaronPressman
319,../../raw/C50/C50train/AaronPressman/270346newsML.txt,AaronPressman
320,../../raw/C50/C50train/AaronPressman/394237newsML.txt,AaronPressman
321,../../raw/C50/C50train/AaronPressman/270134newsML.txt,AaronPressman
322,../../raw/C50/C50train/AaronPressman/398094newsML.txt,AaronPressman
323,../../raw/C50/C50train/AaronPressman/120600newsML.txt,AaronPressman
324,../../raw/C50/C50train/AaronPressman/324896newsML.txt,AaronPressman
325,../../raw/C50/C50train/AaronPressman/156814newsML.txt,AaronPressman
326,../../raw/C50/C50train/AaronPressman/407599newsML.txt,AaronPressman
327,../../raw/C50/C50train/AaronPressman/193495newsML.txt,AaronPressman
328,../../raw/C50/C50train/AaronPressman/372744newsML.txt,AaronPressman
329,../../raw/C50/C50train/AaronPressman/120683newsML.txt,AaronPressman
330,../../raw/C50/C50train/AaronPressman/312178newsML.txt,AaronPressman
331,../../raw/C50/C50train/AaronPressman/401260newsML.txt,AaronPressman
332,../../raw/C50/C50train/AaronPressman/299375newsML.txt,AaronPressman
333,../../raw/C50/C50train/AaronPressman/237175newsML.txt,AaronPressman
334,../../raw/C50/C50train/AaronPressman/369570newsML.txt,AaronPressman
335,../../raw/C50/C50train/AaronPressman/269995newsML.txt,AaronPressman
336,../../raw/C50/C50train/AaronPressman/354285newsML.txt,AaronPressman
337,../../raw/C50/C50train/AaronPressman/277513newsML.txt,AaronPressman
338,../../raw/C50/C50train/AaronPressman/372989newsML.txt,AaronPressman
339,../../raw/C50/C50train/AaronPressman/196805newsML.txt,AaronPressman
340,../../raw/C50/C50train/AaronPressman/371380newsML.txt,AaronPressman
341,../../raw/C50/C50train/AaronPressman/233150newsML.txt,AaronPressman
342,../../raw/C50/C50train/AaronPressman/331411newsML.txt,AaronPressman
343,../../raw/C50/C50train/AaronPressman/378457newsML.txt,AaronPressman
344,../../raw/C50/C50train/AaronPressman/277117newsML.txt,AaronPressman
345,../../raw/C50/C50train/AaronPressman/269999newsML.txt,AaronPressman
346,../../raw/C50/C50train/AaronPressman/106247newsML.txt,AaronPressman
347,../../raw/C50/C50train/AaronPressman/290125newsML.txt,AaronPressman
348,../../raw/C50/C50train/AaronPressman/249407newsML.txt,AaronPressman
349,../../raw/C50/C50train/AaronPressman/231479newsML.txt,AaronPressman
